REPORT#,GROWER,ADDRESS,ADDRESS 2,CITY,STATE,ZIP,FARM ,LAYERID,COUNTY,SAMPLE ID,LAST CROP,LIME MONTH,LIME YEAR,LIME IN TONNES,SOIL CLASS,HMA RESULT,VW RESULT,CATION EXCHANGE,BASE SAT.,AC,pH,P,K,Ca,Mg,Mn,Mn Avail Crop1,Mn Avail Crop2,Zn,Zn Avail,Cu,S,SS Result,NN Result,AM Result,Na,Crop 1,LIME CROP1,NIT CROP1,PHO CROP1,POT CROP1,Mg CROP1,S CROP1,Cu CROP1,Zn CROP1,B CROP1,Mn CROP1,Comment Crop1,Note CROP1,Crop 2,LIME CROP2,NIT CROP2,PHO CROP2,POT CROP2,Mg CROP2,Cu CROP2,Zn CROP2,B CROP2,Mn CROP2,Comment Crop2,Note CROP2,Rpt CoverType (Rpt Soil Notes),Narrative,Copy1,Copy2,Copy3,Copy4,Complete Date
SL022828,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,NCDA CASWELL RESEARCH FARM,,Lenoir,A112,,0,0,0,MIN,0.6,1.12,4.2,53,2,5.1,58,75,33,11,192,125,,62,62,67,49,,,,0.1,Soybean,1.2,0,10,10,0,0,0,0,0,0,,3,,,,,,,,,,,,,,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",,,,,2/10/2017
SL022828,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,NCDA CASWELL RESEARCH FARM,,Lenoir,A113,,0,0,0,MIN,0.81,1.2,4.4,62,1.6,5.5,204,46,43,14,88,63,,108,108,82,64,,,,0.1,Soybean,0.7,0,0,50,0,0,0,0,0,0,,3,,,,,,,,,,,,,,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",,,,,2/10/2017
SL022828,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,NCDA CASWELL RESEARCH FARM,,Lenoir,A114,,0,0,0,MIN,0.71,1.23,4.2,61,1.6,5.5,198,41,42,14,85,61,,112,112,83,58,,,,0.1,Soybean,0.7,0,0,60,0,0,0,0,0,0,,3,,,,,,,,,,,,,,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",,,,,2/10/2017
SL022828,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,NCDA CASWELL RESEARCH FARM,,Lenoir,A115,,0,0,0,MIN,0.56,1.29,3.5,50,1.8,5.1,147,54,33,9,85,61,,105,105,49,46,,,,0.1,Soybean,1.1,0,0,40,25,0,0,0,0,0,,3,,,,,,,,,,,,,,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",,,,,2/10/2017
SL022828,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,NCDA CASWELL RESEARCH FARM,,Lenoir,B11,,0,0,0,MIN,1.74,1.33,5,54,2.3,5.4,22,19,43,10,71,60,,129,129,52,32,,,,0.1,"Corn, grain",1.2,120 - 160,90,100,0,0,0,0,0,0,,3,,,,,,,,,,,,,,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",,,,,2/10/2017
SL022828,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,NCDA CASWELL RESEARCH FARM,,Lenoir,B12,,0,0,0,MIN,0.76,1.25,5.3,74,1.4,5.8,58,18,58,14,73,61,,409,409,257,32,,,,0.1,"Corn, grain",0.4,120 - 160,10,100,0,0,0,0,0,0,,3,,,,,,,,,,,,,,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",,,,,2/10/2017
SL022828,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,NCDA CASWELL RESEARCH FARM,,Lenoir,B13,,0,0,0,MIN,0.81,1.25,5.6,72,1.6,5.7,58,19,56,14,72,60,,587,587,235,35,,,,0.1,"Corn, grain",0.5,120 - 160,10,100,0,0,0,0,0,0,,3,,,,,,,,,,,,,,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",,,,,2/10/2017
SL022828,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,NCDA CASWELL RESEARCH FARM,,Lenoir,B14,,0,0,0,MIN,3.47,1.16,11.6,79,2.4,5.9,23,16,59,20,101,78,,172,172,25,26,,,,0.1,"Corn, grain",0.3,120 - 160,80,110,0,0,2,0,0,0,,3,,,,,,,,,,,,,,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",,,,,2/10/2017
SL022828,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,NCDA CASWELL RESEARCH FARM,,Lenoir,B15,,0,0,0,MIN,3.47,1.19,10.5,79,2.2,5.9,20,15,59,20,93,73,,142,142,19,22,,,,0,"Corn, grain",0.3,120 - 160,90,110,0,20,2,0,0,0,,3,,,,,,,,,,,,,,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",,,,,2/10/2017
SL022828,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,NCDA CASWELL RESEARCH FARM,,Lenoir,B31,,0,0,0,MIN,0.56,1.23,7.1,94,0.4,6.7,62,18,67,26,97,65,,281,281,49,31,,,,0.1,"Corn, grain",0,120 - 160,0,100,0,0,0,0,0,pH$,,3,,,,,,,,,,,,,,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",,,,,2/10/2017
SL022828,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,NCDA CASWELL RESEARCH FARM,,Lenoir,B32,,0,0,0,MIN,0.6,1.18,8.1,93,0.6,6.7,34,23,66,25,65,45,,255,255,44,37,,,,0.1,"Corn, grain",0,120 - 160,60,90,0,0,0,0,0,pH$,,3,,,,,,,,,,,,,,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",,,,,2/10/2017
SL022828,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,NCDA CASWELL RESEARCH FARM,,Lenoir,B33,,0,0,0,MIN,0.66,1.26,7.2,93,0.5,6.7,68,20,66,26,102,68,,271,271,52,34,,,,0.1,"Corn, grain",0,120 - 160,0,100,0,0,0,0,0,pH$,,3,,,,,,,,,,,,,,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",,,,,2/10/2017
SL022828,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,NCDA CASWELL RESEARCH FARM,,Lenoir,B41,,0,0,0,MIN,1.14,1.13,8.3,83,1.4,6,234,38,62,18,60,53,,601,601,460,40,,,,0.1,"Corn, grain",0,120 - 160,0,60,0,0,0,0,0,0,,3,,,,,,,,,,,,,,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",,,,,2/10/2017
SL022828,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,NCDA CASWELL RESEARCH FARM,,Lenoir,B42,,0,0,0,MIN,1.08,1.15,8.5,84,1.4,6,229,37,63,19,58,51,,617,617,447,43,,,,0.1,"Corn, grain",0,120 - 160,0,60,0,0,0,0,0,0,,3,,,,,,,,,,,,,,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",,,,,2/10/2017
SL022828,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,NCDA CASWELL RESEARCH FARM,,Lenoir,B43,,0,0,0,MIN,0.41,1.22,7.2,93,0.5,6.7,246,19,69,23,49,36,,850,850,817,33,,,,0.1,"Corn, grain",0,120 - 160,0,100,0,0,0,0,0,pH$,,3,,,,,,,,,,,,,,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",,,,,2/10/2017
SL022828,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,NCDA CASWELL RESEARCH FARM,,Lenoir,B51,,0,0,0,MIN,0.6,1.08,9.3,87,1.2,6.3,354,40,62,24,74,57,,923,923,371,42,,,,0.1,"Corn, grain",0,120 - 160,0,60,0,0,0,0,0,0,,3,,,,,,,,,,,,,,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",,,,,2/10/2017
SL022828,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,NCDA CASWELL RESEARCH FARM,,Lenoir,B52,,0,0,0,MIN,0.6,1.14,8.7,83,1.4,6.3,340,43,60,21,48,41,,666,666,256,42,,,,0.1,"Corn, grain",0,120 - 160,0,50,0,0,0,0,0,0,,3,,,,,,,,,,,,,,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",,,,,2/10/2017
SL022828,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,NCDA CASWELL RESEARCH FARM,,Lenoir,B53,,0,0,0,MIN,0.6,1.14,8.3,82,1.5,6.3,322,40,59,21,44,39,,564,564,239,42,,,,0.1,"Corn, grain",0,120 - 160,0,60,0,0,0,0,0,0,,3,,,,,,,,,,,,,,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",,,,,2/10/2017
SL022828,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,NCDA CASWELL RESEARCH FARM,,Lenoir,B91,,0,0,0,MIN,0.86,1.15,5.7,73,1.5,5.9,94,102,48,16,85,68,,77,77,58,36,,,,0.1,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",,,,,2/10/2017
SL022828,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,NCDA CASWELL RESEARCH FARM,,Lenoir,B92,,0,0,0,MIN,2.08,1.02,8.7,74,2.2,5.8,202,129,52,15,55,50,,76,76,83,52,,,,0.1,"Corn, grain",0.6,120 - 160,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",,,,,2/10/2017
SL022828,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,NCDA CASWELL RESEARCH FARM,,Lenoir,B93,,0,0,0,MIN,0.6,1.2,5.4,85,0.8,6.6,126,52,58,22,58,43,,62,62,43,30,,,,0.1,"Corn, grain",0,120 - 160,0,40,0,0,0,0,0,pH$,,3,,,,,,,,,,,,,,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",,,,,2/10/2017
SL022828,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,NCDA CASWELL RESEARCH FARM,,Lenoir,B94,,0,0,0,MIN,1.02,1.04,7.2,79,1.5,6.2,137,112,50,21,78,60,,82,82,56,40,,,,0.1,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",,,,,2/10/2017
SL022828,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,NCDA CASWELL RESEARCH FARM,,Lenoir,B95,,0,0,0,MIN,0.76,1.12,5.5,72,1.6,5.8,85,97,47,16,90,71,,62,62,38,36,,,,0.1,"Corn, grain",0.4,120 - 160,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",,,,,2/10/2017
