REPORT#,GROWER,ADDRESS,ADDRESS 2,CITY,STATE,ZIP,FARM,LAYERID,COUNTY,SAMPLE ID,LAST CROP,LIME MONTH,LIME YEAR,LIME IN TONNES,SOIL CLASS,HMA RESULT,VW RESULT,CATION EXCHANGE,BASE SAT.,AC,pH,P,K,Ca,Mg,Mn,Mn Avail Crop1,Mn Avail Crop2,Zn,Zn Avail,Cu,S,SS Result,NN Result,AM Result,Na,Crop 1,LIME CROP1,NIT CROP1,PHO CROP1,POT CROP1,Mg CROP1,S CROP1,Cu CROP1,Zn CROP1,B CROP1,Mn CROP1,Comment Crop1,Note CROP1,Crop 2,LIME CROP2,NIT CROP2,PHO CROP2,POT CROP2,Mg CROP2,Cu CROP2,Zn CROP2,B CROP2,Mn CROP2,Comment Crop2,Note CROP2,Rpt CoverType (Rpt Soil Notes),Narrative,Copy1,Copy2,Copy3,Copy4,Complete Date
SL021328,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,GY1,NA,0,0,0,MIN,0.56,1.1,6.1,72,1.7,5.4,20,97,46,19,78,NA,NA,96,96,32,81,NA,NA,NA,0.1,"Lawn, centipede",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",NA,NA,NA,NA,1/24/2018
SL021328,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,GF1,NA,0,0,0,MIN,0.09,1.45,1.7,44,1,4.7,29,21,27,11,12,24,24,23,23,17,41,NA,NA,NA,0.1,"Bermuda hay/past., E",0.7,60-80,80,100,25,0,$,$,0,$,NA,12,"Bermuda hay/past., M",0,180-220,70,190,$,$,$,0,$,NA,12,NA,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",NA,NA,NA,NA,1/24/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,K05,NA,0,0,0,MIN,0.51,1.36,3.7,77,0.8,6,133,89,50,15,95,67,67,100,100,197,28,NA,NA,NA,0.1,"Vegetables, other",0,80-100,0,40,0,0,0,0,0,0,NA,6,Soybean,0,0,0,0,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,K06,NA,0,0,0,MIN,0.51,1.36,4,77,0.9,5.9,255,90,49,16,139,93,93,146,146,155,30,NA,NA,NA,0.1,"Vegetables, other",0,80-100,0,40,0,0,0,0,0,0,NA,6,Soybean,0,0,0,0,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,K07,NA,0,0,0,MIN,0.36,1.41,3.4,77,0.8,5.8,267,65,53,15,106,74,74,165,165,73,35,NA,NA,NA,0.1,"Vegetables, other",0,80-100,0,80,0,0,0,0,0,0,NA,6,Soybean,0,0,0,20,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,K08,NA,0,0,0,MIN,0.22,1.39,3.3,78,0.7,5.8,236,74,50,17,81,59,59,153,153,67,29,NA,NA,NA,0.1,"Vegetables, other",0,80-100,0,60,0,0,0,0,0,0,NA,6,Soybean,0,0,0,10,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,K09,NA,0,0,0,MIN,0.13,1.32,3.2,80,0.6,6,135,87,48,18,61,46,46,90,90,63,26,NA,NA,NA,0.1,"Vegetables, other",0,80-100,0,40,0,0,0,0,0,0,NA,6,Soybean,0,0,0,0,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,K10,NA,0,0,0,MIN,0.36,1.32,2.9,67,1,5.4,227,52,43,15,107,74,74,128,128,127,23,NA,NA,NA,0.1,"Vegetables, other",0.5,80-100,0,110,0,25,0,0,0,0,NA,6,Soybean,0,0,0,40,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,K11,NA,0,0,0,MIN,0.56,1.31,3.7,70,1.1,5.6,227,83,44,15,143,96,96,122,122,129,25,NA,NA,NA,0.1,"Vegetables, other",0.4,80-100,0,50,0,25,0,0,0,0,NA,6,Soybean,0,0,0,0,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,K12,NA,0,0,0,MIN,0.46,1.35,3.1,69,1,5.6,185,77,40,17,108,75,75,93,93,117,23,NA,NA,NA,0.1,"Vegetables, other",0.4,80-100,0,60,0,25,0,0,0,0,NA,6,Soybean,0,0,0,10,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,K13,NA,0,0,0,MIN,0.41,1.34,3.7,76,0.9,5.8,180,81,47,18,118,81,81,98,98,110,25,NA,NA,NA,0.1,"Vegetables, other",0,80-100,0,50,0,25,0,0,0,0,NA,6,Soybean,0,0,0,0,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,K14,NA,2,2017,0.3,MIN,0.41,1.4,3.7,76,0.9,5.9,220,75,51,15,115,79,79,96,96,115,27,NA,NA,NA,0.1,"Vegetables, other",0,80-100,0,60,0,0,0,0,0,0,NA,6,Soybean,0,0,0,10,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,K15,NA,0,0,0,MIN,0.32,1.41,3.2,75,0.8,5.9,230,64,52,13,108,75,75,110,110,127,28,NA,NA,NA,0.1,"Vegetables, other",0,80-100,0,80,0,0,0,0,0,0,NA,6,Soybean,0,0,0,20,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,K16,NA,0,0,0,MIN,0.13,1.36,3.3,73,0.9,5.7,97,92,39,20,62,47,47,58,58,79,38,NA,NA,NA,0.1,"Vegetables, other",0.3,80-100,30,40,0,0,0,0,0,0,NA,6,Soybean,0,0,0,0,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,K17,NA,0,0,0,MIN,0.27,1.3,4.1,75,1,5.8,130,108,41,21,73,54,54,67,67,99,23,NA,NA,NA,0.1,"Vegetables, other",0.3,80-100,0,20,0,25,0,0,0,0,NA,6,Soybean,0,0,0,0,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,K18,NA,0,0,0,MIN,0.27,1.32,4,74,1,5.7,71,83,41,23,52,41,41,39,39,72,38,NA,NA,NA,0.1,"Vegetables, other",0.3,80-100,70,50,0,0,0,0,0,0,NA,6,Soybean,0,0,0,0,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,K20,NA,2,2017,0.3,MIN,0.41,1.33,3.3,77,0.8,5.7,174,77,46,19,86,62,62,67,67,99,40,NA,NA,NA,0.1,"Vegetables, other",0,80-100,0,60,0,0,0,0,0,0,NA,6,Soybean,0,0,0,10,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,K21,NA,0,0,0,MIN,0.32,1.31,3.3,75,0.8,5.6,114,93,41,19,75,55,55,60,60,81,37,NA,NA,NA,0.1,"Vegetables, other",0.3,80-100,10,30,0,0,0,0,0,0,NA,6,Soybean,0,0,0,0,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,K22,NA,0,0,0,MIN,0.6,1.39,3.4,75,0.8,5.7,231,68,48,17,115,79,79,92,92,82,28,NA,NA,NA,0.1,"Vegetables, other",0.3,80-100,0,80,0,0,0,0,0,0,NA,6,Soybean,0,0,0,20,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,K23,NA,0,0,0,MIN,0.46,1.35,3.3,78,0.7,5.9,247,89,48,16,111,77,77,105,105,113,29,NA,NA,NA,0.1,"Vegetables, other",0,80-100,0,40,0,0,0,0,0,0,NA,6,Soybean,0,0,0,0,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,K24,NA,0,0,0,MIN,0.27,1.35,2.7,77,0.6,5.9,187,87,44,17,75,55,55,73,73,91,28,NA,NA,NA,0.1,"Vegetables, other",0,80-100,0,40,0,0,0,0,0,0,NA,6,Soybean,0,0,0,0,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,K25,NA,0,0,0,MIN,0.18,1.29,3.4,79,0.7,5.8,55,96,41,24,44,36,36,38,38,63,27,NA,NA,NA,0.1,"Vegetables, other",0,80-100,100,30,0,0,0,0,0,0,NA,6,Soybean,0,0,20,0,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,K26,NA,0,0,0,MIN,0.71,1.29,5.3,80,1,5.9,146,108,50,21,89,63,63,94,94,96,34,NA,NA,NA,0.1,"Vegetables, other",0,80-100,0,20,0,0,0,0,0,0,NA,6,Soybean,0,0,0,0,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,K27,NA,0,0,0,MIN,0.86,1.27,5.5,78,1.2,5.8,180,92,51,19,78,57,57,69,69,81,35,NA,NA,NA,0.1,"Vegetables, other",0.3,80-100,0,40,0,0,0,0,0,0,NA,6,Soybean,0,0,0,0,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,L1,NA,0,0,0,MIN,0.36,1.48,2.3,60,0.9,5.3,256,38,38,14,72,53,53,65,65,49,26,NA,NA,NA,0.1,"Vegetables, other",0.5,80-100,0,140,0,0,0,0,0,0,NA,6,Soybean,0,0,0,60,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,L2,NA,0,0,0,MIN,0.36,1.5,2.1,60,0.8,5.4,275,30,38,14,67,50,50,50,50,46,4,NA,NA,NA,0.1,"Vegetables, other",0.4,80-100,0,160,0,25,0,0,0,0,NA,6,Soybean,0,0,0,80,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,L4A,NA,0,0,0,MIN,0.18,1.33,4.9,80,1,5.5,61,70,45,27,48,39,39,53,53,45,31,NA,NA,NA,0.1,"Vegetables, other",0.5,80-100,90,70,0,0,0,0,0,0,NA,6,Soybean,0,0,10,10,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,L4B,NA,0,0,0,MIN,0.22,1.44,4.5,91,0.4,6.6,271,26,73,15,91,56,56,185,185,67,30,NA,NA,NA,0.1,"Vegetables, other",0,80-100,0,170,0,0,0,0,0,pH$,NA,6,Soybean,0,0,0,90,0,0,0,0,pH$,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,M1,NA,0,0,0,MIN,0.36,1.49,2.2,67,0.7,5.8,210,29,43,17,75,55,55,91,91,60,25,NA,NA,NA,0.1,"Vegetables, other",0,80-100,0,160,0,25,0,0,0,0,NA,6,Soybean,0,0,0,80,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,M2,NA,2,2017,0.4,MIN,0.51,1.43,2.7,61,1,5.5,240,52,39,12,97,68,68,129,129,92,30,NA,NA,NA,0.1,"Vegetables, other",0.4,80-100,0,110,0,0,0,0,0,0,NA,6,Soybean,0,0,0,40,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,M3,NA,2,2017,0.3,MIN,0.32,1.38,2.3,61,0.9,5.4,207,61,34,14,79,57,57,137,137,66,7,NA,NA,NA,0.1,"Vegetables, other",0.4,80-100,0,90,0,25,0,0,0,0,NA,6,Soybean,0,0,0,30,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,M5,NA,0,0,0,MIN,0.56,1.42,3.3,69,1,5.7,224,77,45,13,102,71,71,144,144,95,45,NA,NA,NA,0.1,"Vegetables, other",0.3,80-100,0,60,0,0,0,0,0,0,NA,6,Soybean,0,0,0,10,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,M6,NA,0,0,0,MIN,0.36,1.45,2.6,70,0.8,5.8,141,62,43,15,73,54,54,106,106,67,32,NA,NA,NA,0.1,"Vegetables, other",0,80-100,0,90,0,0,0,0,0,0,NA,6,Soybean,0,0,0,20,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,1/25/2018
