REPORT#,GROWER,ADDRESS,ADDRESS 2,CITY,STATE,ZIP,FARM,LAYERID,COUNTY,SAMPLE ID,LAST CROP,LIME MONTH,LIME YEAR,LIME IN TONNES,SOIL CLASS,HMA RESULT,VW RESULT,CATION EXCHANGE,BASE SAT.,AC,pH,P,K,Ca,Mg,Mn,Mn Avail Crop1,Mn Avail Crop2,Zn,Zn Avail,Cu,S,SS Result,NN Result,AM Result,Na,Crop 1,LIME CROP1,NIT CROP1,PHO CROP1,POT CROP1,Mg CROP1,S CROP1,Cu CROP1,Zn CROP1,B CROP1,Mn CROP1,Comment Crop1,Note CROP1,Crop 2,LIME CROP2,NIT CROP2,PHO CROP2,POT CROP2,Mg CROP2,Cu CROP2,Zn CROP2,B CROP2,Mn CROP2,Comment Crop2,Note CROP2,Rpt CoverType (Rpt Soil Notes),Narrative,Copy1,Copy2,Copy3,Copy4,Complete Date,Location
SL021328,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,GY1,NA,0,0,0,MIN,0.56,1.1,6.1,72,1.7,5.4,20,97,46,19,78,NA,NA,96,96,32,81,NA,NA,NA,0.1,"Lawn, centipede",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",NA,NA,NA,NA,1/24/2018,Clinton
SL021328,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,GF1,NA,0,0,0,MIN,0.09,1.45,1.7,44,1,4.7,29,21,27,11,12,24,24,23,23,17,41,NA,NA,NA,0.1,"Bermuda hay/past., E",0.7,60-80,80,100,25,0,$,$,0,$,NA,12,"Bermuda hay/past., M",0,180-220,70,190,$,$,$,0,$,NA,12,NA,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",NA,NA,NA,NA,1/24/2018,Clinton
SL023393,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,RESSTATION,NA,Sampson,K20,NA,0,0,0,MIN,0.13,1.34,3.2,75,0.8,5.8,104,85,42,20,60,46,53,39,39,68,31,NA,NA,NA,0.1,"Vegetables, other",0,80-100,20,50,0,0,0,0,0,0,NA,6,Sweetpotato,0,60-90,0,0,0,0,0,0.5,0,NA,6,NA,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",NA,NA,NA,NA,2/7/2020,Clinton
SL023393,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,RESSTATION,NA,Sampson,K21,NA,0,0,0,MIN,0.22,1.37,3.8,84,0.6,6.4,131,147,45,20,87,56,63,60,60,61,31,NA,NA,NA,0.1,"Vegetables, other",0,80-100,0,0,0,0,0,0,0,0,NA,6,Sweetpotato,0,60-90,0,0,0,0,0,0.5,0,NA,6,NA,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",NA,NA,NA,NA,2/7/2020,Clinton
SL023393,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,RESSTATION,NA,Sampson,N02,NA,0,0,0,MIN,0.04,1.24,4.2,82,0.8,6,20,102,42,27,45,NA,NA,18,18,45,83,NA,NA,NA,0.1,Flower garden,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",NA,NA,NA,NA,2/7/2020,Clinton
SL023393,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,RESSTATION,NA,Sampson,F05,NA,0,0,0,MIN,0.18,1.55,1.9,66,0.6,5.6,150,36,44,13,108,75,75,65,65,55,17,NA,NA,NA,0.1,Soybean,0.3,0,0,70,25,25,0,0,0,0,NA,3,"Vegetables, other",0,80-100,0,150,$,0,0,0,0,NA,6,NA,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",NA,NA,NA,NA,2/7/2020,Clinton
SL023393,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,RESSTATION,NA,Sampson,F06,NA,0,0,0,MIN,0.13,1.55,2.1,75,0.5,6,128,35,50,17,72,60,53,135,135,58,16,NA,NA,NA,0.1,Sweetpotato,0,60-90,0,110,0,25,0,0,0.5,0,NA,6,Soybean,0,0,0,70,0,0,0,0,0,NA,3,NA,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",NA,NA,NA,NA,2/7/2020,Clinton
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A301,NA,0,0,0,MIN,0.51,1.36,3.6,68,1.2,5.5,316,34,54,9,89,63,NA,113,113,70,45,NA,NA,NA,0.1,Small Grain (SG),0.5,80-100,0,70,25,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A302,NA,0,0,0,MIN,0.51,1.33,3.7,70,1.1,5.5,207,37,53,12,54,42,NA,76,76,51,53,NA,NA,NA,0.1,Small Grain (SG),0.5,80-100,0,60,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A303,NA,0,0,0,MIN,0.6,1.39,3.2,51,1.6,5,236,38,36,9,44,36,NA,42,42,39,75,NA,NA,NA,0.1,Small Grain (SG),1,80-100,0,60,25,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A304,NA,0,0,0,MIN,1.02,1.33,5.8,83,1,6.2,186,65,62,16,51,38,NA,99,99,63,68,NA,NA,NA,0.1,Small Grain (SG),0,80-100,0,20,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A305,NA,0,0,0,MIN,0.46,1.39,3,57,1.3,5.2,184,42,42,9,54,42,NA,47,47,45,55,NA,NA,NA,0.1,Small Grain (SG),0.7,80-100,0,50,25,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A306,NA,0,0,0,MIN,0.56,1.38,3.6,65,1.2,5.5,199,43,50,9,59,45,NA,78,78,42,49,NA,NA,NA,0.1,Small Grain (SG),0.5,80-100,0,50,25,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A307,NA,0,0,0,MIN,0.51,1.38,3.6,59,1.5,5.2,301,47,44,8,62,47,NA,128,128,59,57,NA,NA,NA,0.1,Small Grain (SG),0.9,80-100,0,50,25,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A308,NA,0,0,0,MIN,0.71,1.39,3.3,39,2,4.7,336,34,29,5,63,48,NA,80,80,65,74,NA,NA,NA,0.1,Small Grain (SG),1.4,80-100,0,70,25,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A309,NA,0,0,0,MIN,0.6,1.37,4,53,1.9,4.9,372,52,41,6,50,40,NA,122,122,78,71,NA,NA,NA,0.1,Small Grain (SG),1.2,80-100,0,40,25,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A310,NA,0,0,0,MIN,0.6,1.32,3.7,64,1.3,5.4,240,54,48,9,45,37,NA,82,82,62,63,NA,NA,NA,0.2,Small Grain (SG),0.7,80-100,0,40,25,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A311,NA,0,0,0,MIN,0.51,1.38,3.7,62,1.4,5.3,311,55,48,7,42,35,NA,83,83,67,60,NA,NA,NA,0.1,Small Grain (SG),0.8,80-100,0,30,25,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A312,NA,0,0,0,MIN,0.51,1.41,3.2,54,1.5,5.1,260,33,40,9,42,35,NA,60,60,51,61,NA,NA,NA,0.1,Small Grain (SG),0.9,80-100,0,70,25,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A313,NA,0,0,0,MIN,0.6,1.36,3.7,67,1.2,5.5,267,44,51,10,56,44,NA,84,84,49,57,NA,NA,NA,0.1,Small Grain (SG),0.5,80-100,0,50,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A314,NA,0,0,0,MIN,0.97,1.32,4.2,70,1.2,5.7,212,60,48,15,50,40,NA,62,62,58,63,NA,NA,NA,0.2,Small Grain (SG),0.4,80-100,0,30,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A315,NA,0,0,0,MIN,0.86,1.31,4,71,1.2,5.7,233,43,51,15,53,42,NA,56,56,43,75,NA,NA,NA,0.2,Small Grain (SG),0.4,80-100,0,50,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A316,NA,0,0,0,MIN,0.86,1.29,5.5,85,0.8,6.3,189,56,61,19,45,33,NA,86,86,53,59,NA,NA,NA,0.2,Small Grain (SG),0,80-100,0,30,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A317,NA,0,0,0,MIN,0.6,1.32,4,67,1.3,5.5,121,59,44,16,41,35,NA,72,72,71,68,NA,NA,NA,0.1,Small Grain (SG),0.6,80-100,0,30,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A318,NA,0,0,0,MIN,0.71,1.28,4.3,77,1,5.9,100,52,50,20,41,35,NA,79,79,43,74,NA,NA,NA,0.2,Small Grain (SG),0,80-100,0,40,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A319,NA,0,0,0,MIN,0.71,1.37,3.5,58,1.4,5.3,203,51,39,12,38,33,NA,52,52,34,64,NA,NA,NA,0.1,Small Grain (SG),0.8,80-100,0,40,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A320,NA,0,0,0,MIN,0.81,1.36,3.8,59,1.6,5.2,251,51,42,10,66,50,NA,60,60,55,67,NA,NA,NA,0.1,Small Grain (SG),0.9,80-100,0,40,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A321,NA,0,0,0,MIN,0.66,1.36,3.5,59,1.4,5.3,235,45,43,9,44,36,NA,125,125,108,51,NA,NA,NA,0.1,Small Grain (SG),0.8,80-100,0,50,25,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A322,NA,0,0,0,MIN,0.66,1.35,3.9,67,1.3,5.5,260,42,51,10,41,35,NA,99,99,59,57,NA,NA,NA,0.1,Small Grain (SG),0.6,80-100,0,50,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A323,NA,0,0,0,MIN,0.6,1.36,4.2,68,1.3,5.5,277,49,52,11,52,41,NA,123,123,67,45,NA,NA,NA,0.1,Small Grain (SG),0.6,80-100,0,40,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A324,NA,0,0,0,MIN,0.51,1.35,4.9,79,1,5.9,294,64,59,13,59,45,NA,191,191,102,40,NA,NA,NA,0.1,Small Grain (SG),0,80-100,0,20,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A325,NA,0,0,0,MIN,0.36,1.31,5,78,1.1,5.9,217,67,57,14,69,51,NA,135,135,97,49,NA,NA,NA,0.1,Small Grain (SG),0,80-100,0,20,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A326,NA,0,0,0,MIN,0.36,1.31,3.9,53,1.8,4.9,255,66,37,7,57,44,NA,112,112,78,54,NA,NA,NA,0.1,Small Grain (SG),1.2,80-100,0,20,25,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A327,NA,0,0,0,MIN,0.32,1.37,3.2,60,1.3,5.3,280,25,48,9,57,44,NA,128,128,106,66,NA,NA,NA,0.1,Small Grain (SG),0.7,80-100,0,90,25,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A328,NA,0,0,0,MIN,0.71,1.32,6.7,81,1.2,6,332,74,62,13,50,40,NA,174,174,122,48,NA,NA,NA,0.1,Small Grain (SG),0,80-100,0,10,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A329,NA,0,0,0,MIN,0.56,1.34,6.4,80,1.3,5.9,375,61,62,13,65,49,NA,184,184,113,51,NA,NA,NA,0.1,Small Grain (SG),0,80-100,0,30,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A330,NA,0,0,0,MIN,1.14,1.3,7.2,85,1.1,6.3,392,44,68,14,55,39,NA,217,217,105,70,NA,NA,NA,0.2,Small Grain (SG),0,80-100,0,50,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A331,NA,0,0,0,MIN,0.36,1.36,4.4,71,1.3,5.6,359,45,56,10,58,45,NA,173,173,78,44,NA,NA,NA,0.1,Small Grain (SG),0.5,80-100,0,50,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A332,NA,0,0,0,MIN,0.41,1.33,4.3,63,1.6,5.3,278,62,47,9,47,38,NA,102,102,71,79,NA,NA,NA,0.2,Small Grain (SG),0.9,80-100,0,20,25,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A333,NA,0,0,0,MIN,0.81,1.37,4.1,53,1.9,5.2,413,40,42,6,48,39,NA,127,127,90,61,NA,NA,NA,0.1,Small Grain (SG),1.1,80-100,0,60,25,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A334,NA,0,0,0,MIN,0.6,1.37,4,59,1.6,5.2,200,49,44,9,46,38,NA,64,64,43,56,NA,NA,NA,0.1,Small Grain (SG),0.9,80-100,0,40,25,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A335,NA,0,0,0,MIN,0.46,1.29,4.3,69,1.3,5.6,82,44,50,15,51,41,NA,114,114,42,49,NA,NA,NA,0.1,Small Grain (SG),0.5,80-100,0,50,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A336,NA,0,0,0,MIN,0.6,1.36,3.8,63,1.4,5.5,163,42,44,14,42,35,NA,83,83,40,65,NA,NA,NA,0.1,Small Grain (SG),0.6,80-100,0,50,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A337,NA,0,0,0,MIN,0.66,1.33,4.2,71,1.2,5.6,195,53,48,17,46,38,NA,75,75,49,54,NA,NA,NA,0.1,Small Grain (SG),0.5,80-100,0,40,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
SL002875,Caswell Research Farm,2415 W Vernon Ave,NA,Kinston,NC,28504,RESSTATION,NA,Lenoir,A338,NA,0,0,0,MIN,1.02,1.26,4.5,66,1.5,5.4,169,46,49,12,59,45,NA,99,99,48,70,NA,NA,NA,0.2,Small Grain (SG),0.8,80-100,0,50,0,0,0,0,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris Jernigan,NA,NA,NA,8/30/2019,Caswell
